	20	32	
0xf0ba.png	f0ba	61626	
0xf0bb.png	f0bb	61627	
0xf0bc.png	f0bc	61628	
0xf0bd.png	f0bd	61629	
0xf0be.png	f0be	61630	
0xf0bf.png	f0bf	61631	
0xf0c0.png	f0c0	61632	
0xf0c1.png	f0c1	61633	
0xf0c2.png	f0c2	61634	
0xf0c3.png	f0c3	61635	
0xf0c4.png	f0c4	61636	
0xf0c5.png	f0c5	61637	
0xf0c6.png	f0c6	61638	
0xf0c7.png	f0c7	61639	
0xf0c8.png	f0c8	61640	
0xf0c9.png	f0c9	61641	
0xf0ca.png	f0ca	61642	
0xf0cb.png	f0cb	61643	
0xf0cc.png	f0cc	61644	
0xf0cd.png	f0cd	61645	
0xf0ce.png	f0ce	61646	
0xf0cf.png	f0cf	61647	
0xf0d0.png	f0d0	61648	
0xf0d1.png	f0d1	61649	
0xf0d2.png	f0d2	61650	
0xf0d3.png	f0d3	61651	
0xf0d4.png	f0d4	61652	
0xf0d5.png	f0d5	61653	
0xf0d6.png	f0d6	61654	
0xf0d7.png	f0d7	61655	
0xf0d8.png	f0d8	61656	
0xf0d9.png	f0d9	61657	
0xf0da.png	f0da	61658	
0xf0db.png	f0db	61659	
0xf0dc.png	f0dc	61660	
0xf0dd.png	f0dd	61661	
0xf0de.png	f0de	61662	
0xf0df.png	f0df	61663	
0xf0e0.png	f0e0	61664	
0xf0e1.png	f0e1	61665	
0xf0e2.png	f0e2	61666	
0xf0e3.png	f0e3	61667	
0xf0e4.png	f0e4	61668	
0xf0e5.png	f0e5	61669	
0xf0e6.png	f0e6	61670	
0xf0e7.png	f0e7	61671	
0xf0e8.png	f0e8	61672	
0xf0e9.png	f0e9	61673	
0xf0ea.png	f0ea	61674	
0xf0eb.png	f0eb	61675	
0xf0ec.png	f0ec	61676	
0xf0ed.png	f0ed	61677	
0xf0ee.png	f0ee	61678	
0xf0ef.png	f0ef	61679	
0xf0f0.png	f0f0	61680	
0xf0f1.png	f0f1	61681	
0xf0f2.png	f0f2	61682	
0xf0f3.png	f0f3	61683	
0xf0f4.png	f0f4	61684	
0xf0f5.png	f0f5	61685	
0xf0f6.png	f0f6	61686	
0xf0f7.png	f0f7	61687	
0xf0f8.png	f0f8	61688	
0xf0f9.png	f0f9	61689	
0xf0fa.png	f0fa	61690	
0xf0fb.png	f0fb	61691	
0xf0fc.png	f0fc	61692	
0xf0fd.png	f0fd	61693	
0xf0fe.png	f0fe	61694	
0xf0ff.png	f0ff	61695	
0xf25b.png	f25b	62043	
